"nombre_pais","region","anio","Crecimiento del PIB (% anual)","Crecimiento del PIB per cápita (% anual)","Índice de recuento de la pobreza multidimensional (Banco Mundial) (% de la población)","pbi","pbi_pc","pob"
"Albania","Europa y Asia Central",2023,4.01541716935742,5.63293544264612,NA,4.01541716935742,5.63293544264612,NA
"Albania","Europa y Asia Central",2024,4.04592845095348,5.66395904797913,NA,4.04592845095348,5.66395904797913,NA
"Albania","Europa y Asia Central",2025,NA,NA,NA,NA,NA,NA
"Argelia","Oriente Medio y Norte de África",2016,3.90000000017621,1.78594064734014,NA,3.90000000017621,1.78594064734014,NA
"Argelia","Oriente Medio y Norte de África",2017,1.49999999895587,-0.541667024495979,NA,1.49999999895587,-0.541667024495979,NA
"Argelia","Oriente Medio y Norte de África",2018,1.40000000088281,-0.546019580108478,NA,1.40000000088281,-0.546019580108478,NA
"Argelia","Oriente Medio y Norte de África",2019,0.899999999219148,-0.939992962004737,NA,0.899999999219148,-0.939992962004737,NA
"Argelia","Oriente Medio y Norte de África",2020,-4.99999999908597,-6.61247509707083,NA,-4.99999999908597,-6.61247509707083,NA
"Argelia","Oriente Medio y Norte de África",2021,3.79999999900707,2.13263632683078,NA,3.79999999900707,2.13263632683078,NA
"Argelia","Oriente Medio y Norte de África",2022,3.60000000094915,1.96825188100587,NA,3.60000000094915,1.96825188100587,NA
